"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31"
"GNB4",5.6474433965,5.2132042905,6.3385905021,6.2869079108,6.1521292431,6.0671812695,6.2534642335,6.3705723048,5.7984538961,5.1486101493,5.5671410245,6.0345567568,5.735502223,5.2074135258,5.1349399123,5.4685678975,5.275364584,5.4188778161,6.4865979607,6.4493355421,6.7402918496,5.5251747429,5.695800971,6.839129631,5.8939045651,6.4300701484,6.6007479428,6.4889360931,5.383131742,6.1470399945,5.182691056
"MTHFD1",5.5966520424,6.8964371004,4.5057895783,4.5715730212,4.9924314331,6.4775864003,6.3089162838,6.5187011172,5.9150297546,6.7434121114,6.9393141094,6.445961987,4.4780111249,7.0047401968,6.8399163421,4.7095179494,5.0392893028,6.9149633338,5.1147838982,6.3923347418,5.7776663252,5.6354585301,6.1979868626,5.7799427294,6.7864274422,6.0904477887,6.7786417279,6.4308920493,6.3495882997,6.9256705871,5.7595499689
"MAPKAP1",3.1197623392,3.5840057019,3.5846002701,3.7349377522,3.7029129796,2.8896824268,4.4703776727,3.4690716035,4.0277937855,4.3562898362,4.1082816637,4.4520022458,5.1623275909,4.7749723452,3.8206070354,4.4968343902,4.5930218291,4.6972887431,3.935817008,3.5598206894,3.1707314276,4.2580325799,4.3629778667,4.6238489787,4.1434927669,3.9847764663,3.6909980001,4.4018867059,3.9181334129,3.3519113369,4.0788956442
"RILPL2",8.6714598416,7.5941476591,8.5163720364,8.1408713783,8.3232213138,7.6560288975,7.5885295468,7.7871569533,8.2142478131,7.8224543182,8.0369125913,8.0213808497,9.3466818822,8.3204779246,7.7455180023,7.913651444,9.4285043179,8.2477370939,8.2675718897,8.1104178924,8.6976613049,8.4686536536,8.4513513959,8.5948717322,8.0661374849,8.557453458,8.1225701462,8.5995874532,8.343501688,7.9012117548,8.2131941153
"PRCP",5.197897622,3.6955189379,4.9954381465,5.4283080336,4.9008930522,4.6779243152,4.1873253624,4.0715682209,5.4658263837,4.2364098222,5.3730300487,4.7630236159,5.3803458843,3.9354300633,3.963784374,5.1989823053,5.3800563478,4.8112947811,3.689038851,5.1833469554,3.6964003628,4.6359392051,5.2569323332,5.0052326622,4.1086751988,5.8496208228,4.561956126,4.741437162,4.956574211,3.6907063937,5.4103670097
"DCAF6",5.4986579442,6.477914304,5.5733100515,5.9552740562,5.4272135629,6.2694415236,5.8587110706,5.8362725604,5.2012665765,5.2799854396,4.468003028,6.2426605952,6.4698567494,6.5134401838,6.7809593946,5.4149859226,7.0156858956,6.165424088,6.0045778559,6.6121292914,6.3252002225,6.0887690289,5.4120786634,6.6654971021,6.729469509,5.7799427294,5.9488321586,6.1825106339,5.0540045324,6.3252002225,6.2874981898
"THOC4",7.6091639507,7.6161656263,7.7849557259,7.8967403095,7.2209210998,8.1295702656,7.0029089726,7.5697787194,7.1952063181,7.3157798823,7.9091876252,7.5545665839,8.4158914648,7.7172729596,7.5234724747,7.2778259505,7.9474755513,7.3089897805,7.6187254332,7.633360778,8.1603914843,7.83260374,7.3863809971,8.1096587659,6.5282431484,6.9828209863,6.9282950661,7.6483835077,7.2548026139,7.4702027605,7.8185623576
"FBXW2",6.8340007578,7.8758018605,7.4428388692,7.0448684553,7.1979137461,7.3403467644,6.5308726081,6.8012998807,7.1688745146,7.7249502628,6.9182341734,7.1632271849,7.5926038023,7.5158570017,6.5070846617,6.7296493055,7.4574404338,7.6768769725,6.9943494181,6.7633593741,7.1245825539,7.5252754766,7.5051506257,6.9488108287,7.4780184276,6.7242063544,6.9574387207,7.567430501,7.2421528667,8.1076046996,7.7069516167
"QTRTD1",6.8429461455,7.1866526287,6.5556170729,6.9095490357,6.3218549472,7.5708927572,5.862427518,7.1606321862,6.3551134142,6.6793930025,6.4520348265,6.758458654,6.3652997353,7.1117009326,7.193095066,6.0069873873,6.4296132059,6.9733270265,5.9941996868,7.6725903851,7.456189646,7.1744161977,5.808992157,6.8841654007,6.4869864279,6.8646912311,6.1295877522,6.8077900841,6.1477172045,6.6302530564,5.4655161397
"LOC643387",4.1293952464,5.4393862905,5.3253604568,3.9772079918,5.1109320804,5.2588731667,4.1929224967,4.7090931782,4.8330036556,4.3176250183,4.5026743497,4.1942364022,5.4004586242,5.2972503395,5.4253581146,3.6051252073,3.6729878269,5.2074135258,4.1608355123,4.4607988115,3.9191000739,4.0518894051,4.2452443024,4.7834061181,3.7389343645,3.8529791171,4.1531536305,3.9334236818,4.2817829537,3.8859484428,4.4139184363
"CNTN3",4.5778661374,6.0846932598,3.474250604,4.049027122,4.7073641052,5.3463201388,5.5056597036,4.8789358604,4.2798787276,3.963784374,3.8975465766,5.7831419274,4.0448713659,5.3828819793,4.7537475129,3.9083982475,4.4565143988,4.402417923,4.0063860399,5.8428301329,4.6015868615,4.6641737949,3.5479435957,3.4876201784,5.6447778827,4.0430678166,5.1304980219,4.8789358604,3.4206258878,4.1258999865,3.0099464232
"PKN1",7.0564058306,5.010497538,6.4891072428,6.3170813943,6.8880160949,5.2849859455,4.9849884197,4.27456725,5.145861306,4.1136277267,4.7912912194,4.5610540487,5.2718044835,3.727610631,5.5111792519,6.9574387207,4.6313610558,5.4142377095,5.8517047549,6.3870017357,6.2182988533,7.2248694086,5.6547984313,5.0348649448,5.1315440929,5.007622282,5.3845947664,4.7880845369,4.8722005261,4.6163869844,5.6425304868
"GRIK5",6.3110298809,7.4387704718,6.9908387813,6.6855793853,6.0586826739,7.1526055216,6.4440256982,6.1483442491,5.1640679195,5.7556434772,5.5915052207,5.6787133747,6.6059101124,5.6390686719,5.5142868556,6.3222410024,5.8441999073,6.379053854,6.169292539,6.1832496801,6.5956639987,6.0740951978,5.9675328421,6.8565094979,5.5081515263,6.6799094604,6.0647486177,6.4929618707,6.0085147437,6.0375481485,6.5200646722
"ACSBG2",7.5118444269,7.9814826203,7.9894267973,7.8215268771,7.7631104496,8.6129621657,7.9054250834,8.3694736032,8.6988687595,8.6421666399,8.0628885884,8.4777221504,8.0044982037,8.1412456929,8.1188717709,7.4812861413,8.0952338413,8.3923479428,7.7945258787,7.540677581,7.5091913381,7.3979993007,8.4200497093,8.393182893,7.9833420055,8.2043735251,8.0322423721,8.6902622849,8.3093428135,8.2968572381,7.7953322869
"PTPRO",3.3079495464,4.7388001451,3.899588336,3.9052802237,3.8626470212,3.5687502221,4.2117914934,2.8947113164,3.3004546387,3.5846002701,5.6208119421,3.4051702547,3.3645074552,3.3197113647,3.7071599611,4.3350486419,3.7499740265,3.6860328552,4.3539094112,5.0537160224,3.396097562,4.0375806373,3.7607330672,4.9152341878,4.5864767322,4.1774871582,3.5885203855,6.8118046592,5.1682439291,5.458719054,3.7783931552
"STAT6",8.6425549939,8.3376704697,6.3968155157,6.151042056,6.0867892239,7.6089897303,8.1210422745,7.9805632289,6.3494386503,6.4491584626,6.1424127252,8.3207211341,6.264499358,6.8650230584,8.2196383871,6.053918396,6.5291684722,7.646798896,7.303166258,7.8167398275,7.791510727,7.8671793562,6.3170813943,7.8973401896,7.6917857909,7.4585707275,8.0109659064,5.5252810034,5.5263238628,7.2010286473,6.7076415981
"LOC121792",10.5323758534,10.5316262381,8.1015417958,8.6149671138,8.4397991598,9.7948903533,10.7332254513,9.5947797006,8.7318485282,8.6319793931,9.5905404098,10.2524441551,8.9141255403,9.9829188524,9.9512217721,8.7316288824,9.5384350469,9.7487921415,9.7948903533,9.875271765,9.9156085536,9.8323434884,8.1950948541,10.1949447549,10.4211383856,10.2856639425,9.9401259769,9.2495481913,7.9229537404,9.1207038376,9.189230633
"CASK",5.149251059,6.6855793853,6.4394438575,6.2553303532,5.6045799859,6.8815268743,6.2513711236,6.2563406305,4.2907883483,5.8317189094,5.8945502438,5.9612948482,6.7902840057,6.3170813943,6.15121723,5.5349201406,6.5800579353,6.2870924995,5.1488879888,5.645136327,6.0970421032,5.6354585301,6.7093631102,6.9982876,6.8991816308,6.6145227813,6.0371646282,6.6950831709,6.0789176445,6.4551534965,6.8188854248
"LOC729173",6.3714173829,6.6422976427,6.9057216423,6.9059900067,6.1499425024,7.0141231813,6.0135493445,6.7140308629,5.6139033169,6.741979557,6.3708654344,6.5052961484,6.4146986633,6.8959643548,6.2325232312,5.7020678043,6.5928851007,6.7615609293,6.7781733869,6.4493355421,6.9585302378,6.6526078289,6.0489048265,6.8588206153,6.1021386804,6.6145227813,5.6091253442,6.5778842621,5.9384276587,6.7748138891,6.3645043692
"BOP1",7.9081512544,8.1789537264,8.3291281204,7.9130618219,8.9189970099,8.0114782923,7.9553393354,8.3947417201,8.7381947765,8.4775135491,7.6793801469,8.1963317871,8.8729830418,8.4938152831,8.5966976844,8.0329835676,8.5431899469,8.4079014258,7.850838277,8.1874830419,8.4684918734,7.792818314,8.4381335311,7.8292804192,8.5191106886,7.6777017257,8.2479654737,8.734751332,7.9349112079,8.4492745779,8.2477370939
"PAPD1",6.1601313198,7.1182891132,6.6281719022,6.3663069984,5.8832834775,6.978797138,7.3131583915,7.1583597297,7.2273585119,7.349942116,7.2221411216,7.6404828355,3.3985374151,6.842758715,6.6293520415,5.5489981947,3.424525897,7.4003956686,6.4802317108,6.7661561288,4.8996676455,5.8928825479,7.4360480255,7.4068399921,6.8018571671,7.0699833316,6.4695483347,7.6902781534,7.5440885545,7.8824748401,7.3906650458
"SLC30A4",9.3101215882,11.444522801,8.7343331434,9.2778015304,9.4197133865,10.98032529,8.8781072298,10.8472893429,10.2966403747,11.5167718824,9.1714518733,10.7739427515,8.7125771993,10.471453962,10.6851943749,9.0290464184,9.0841573426,11.6873408112,9.2128106521,9.5771255789,8.9454622089,9.8155489724,9.9495675306,9.099431024,10.3596345721,8.8111719314,9.9144732982,8.153770903,8.7061966629,10.827372939,9.7068951021
"CALM1",5.5329504409,6.5876815053,5.9180070053,6.1341609445,6.5839471471,6.109959095,5.925109118,5.56702137,5.5626513347,6.4491584626,6.7227196144,6.1186148347,5.5438649021,6.38581593,5.2962858466,6.0653731227,7.3248903151,6.1087990042,6.1997706855,4.9875644632,5.7341153549,6.3425541627,6.2625463041,6.3475056371,5.5261528907,6.3475056371,6.1131290076,6.5974023626,5.7974863549,5.844466757,6.4976437063
"VMO1",5.614784149,3.8302528926,7.3650069631,7.019908582,6.6115497268,6.9689208976,6.8801663711,6.9231738882,5.642686762,7.6701440553,7.2774433838,6.6331976074,10.8253074684,7.1178935064,6.6610927988,7.8967403095,8.8934907465,6.4822683264,7.1661370322,6.5830961448,7.2169801573,6.4899132898,6.7443531283,6.121319913,6.8770860103,7.8332620783,6.857076123,5.2761071168,7.6134075931,5.9284028514,6.8705416733
"ZNF181",6.5449380476,6.6007479428,8.5766271391,8.5030255152,6.450427458,7.6178490058,8.0806097495,7.3326912422,7.8388009486,7.8617060582,9.3880142974,7.3073989143,6.3157986558,7.6557291463,7.0347018876,7.3218409174,7.8700401608,6.9114000679,7.2708755985,7.6789456417,7.353377588,6.2351319909,8.0089689121,7.8710709923,7.8470150106,8.7369927687,6.9819152691,9.1625155514,8.1026322582,8.187618396,7.828796961
"ESRRA",9.7459679447,10.1117739507,10.3203477032,9.6736804365,9.8074119658,10.170177167,9.6651823738,10.2433509021,10.0890304669,10.2070701742,9.9460236813,10.1791701313,10.3561398713,9.8283294342,10.0763336134,9.7487921415,9.4856285273,9.9308630555,9.8517789709,10.2027518637,10.0763336134,10.3154739367,10.2804688081,9.4621796125,10.1525636037,9.8788323117,9.6836539481,10.3151629939,9.9979930822,10.1836318984,9.9867710113
"SLC5A3",5.5726977709,5.1682439291,5.2767771323,4.3408190682,3.9806536012,3.9463445406,4.5141504649,5.0210758371,4.4833591881,4.1486065972,4.890504311,3.7199230236,3.9179295202,4.8621590298,3.7247330943,4.5534072149,5.4778608467,5.2148721733,4.4674916042,4.4358495169,5.2946934018,4.4034775216,4.7423195139,5.2942952826,3.0786538507,4.4516307671,4.1744598599,4.5361029028,4.064667503,3.6955189379,4.0994478577
"KIF21A",7.7610298601,6.7113733034,6.3556557618,6.9815021073,6.440980388,6.2248466851,7.1551950838,6.7575233765,5.5733483691,5.3780407149,5.6819010489,6.5970282213,6.7164606548,5.8928103538,6.4602863423,6.3920237796,6.6317958078,6.269191392,6.7489631453,7.2180623996,7.5292277943,7.2365269567,5.2157769086,7.5507871823,7.1297054857,7.2971677494,6.705479946,5.1206886309,5.6293548336,5.7870035292,6.6333233848
"ZNF436",5.2503711886,4.7388001451,2.409430685,2.8774291441,2.5039564365,2.4345235797,4.766722196,3.1590879576,2.1152894114,2.4585855846,2.4498765902,4.0267298389,3.1264912243,3.0472285096,5.789494683,2.6451288228,3.6134492665,3.7053171204,3.1689191655,2.6025974598,2.9558180872,3.8839738476,2.2110439038,3.7091402073,4.6120149774,3.8477275913,3.6148453124,2.8783072637,2.3788505951,2.9831235528,2.4916667388
"C7orf55",10.5765578706,11.2669675736,10.9262615092,10.6546361445,11.0769291908,10.5346985422,11.1080523353,10.8554668184,11.1441747393,11.2264225257,12.0354292346,11.1419256746,11.8116945223,11.3784949976,11.4193151254,11.4502475312,12.5126752142,11.2646821716,11.4744235311,11.3079987536,11.1090751474,10.6842510879,11.0539208684,12.0354292346,11.5253978976,12.2358860007,11.6508225973,11.8315825251,11.9054864424,11.7901806982,11.3907037213
"CCR2",11.2903325188,11.946439335,11.1249032572,11.029152987,11.0859828549,11.6939286725,11.4104596292,11.5590540891,11.7901806982,11.9960492495,11.6285409684,11.9300316827,11.3559554647,11.7836856884,11.5951165872,10.8997552852,10.6806247764,12.020329298,11.4203036398,11.1684637887,10.6512661067,11.3216048732,11.4520013277,11.8180495444,12.2914020359,11.1890530755,11.7466404221,11.9925256151,11.7806976465,12.373238597,12.020329298
"ZNF207",4.3821623248,4.1591064082,3.661507439,3.4233819321,4.6039032881,3.7980871981,4.2394273078,3.870450325,3.9940165426,4.7852648085,4.1362335069,3.1929875029,3.6516508333,3.4160567425,4.1608355123,4.5124281276,4.2942552128,3.8816678586,4.1531975911,3.2651011143,2.7178003854,3.4314996937,2.7157726993,2.2951729972,2.8249942831,2.9937476216,3.1676843048,2.9466792677,4.6014941334,3.0797548191,2.9461810435
"LOC100132784",5.7495704224,4.4357843556,6.2933885566,5.8039506658,5.7814035886,4.2401282943,4.602587738,5.7900147373,5.7294424579,4.6942430169,5.29069218,5.2008836853,6.6307397699,4.1809021,5.1914301588,6.1228355848,6.9675950549,4.9225806168,5.7917454194,5.0807366087,6.0937763799,5.4910526929,5.8414696311,4.475627106,5.1476114477,5.7265529945,5.3975121458,5.1739090181,5.1017399003,4.7905633494,4.9583754014
"RIF1",4.8000453009,4.1779064771,3.9045889086,5.8928825479,4.196553367,4.7750735391,2.9986085286,2.5039564365,3.5352870112,4.6095309724,3.1843997651,2.653613008,3.3746845454,3.4028391479,3.5439895344,6.2688051837,3.4145654784,3.5622603419,5.110479357,3.5124509802,6.2617569349,5.0210758371,4.1982024052,4.297188925,5.0100630595,5.1200527154,5.6760979192,3.9894884388,5.0821230759,4.0917381512,4.4818295669
"GALIG",7.3312805902,6.3529960129,6.6916686582,7.1892376512,7.1402143762,6.1302187489,6.5266487001,6.6502907737,5.7968307778,6.234602159,5.854448266,6.0529289382,7.538850089,6.5637278593,6.4102687295,6.6281719022,7.9435306552,5.210775965,6.4117417227,6.688168299,7.0778849472,7.5205399308,6.2214234286,6.3661668747,6.4244254849,6.5382489397,6.2362108621,5.422044144,4.9847248026,6.2580424314,7.1592890227
"LOC643423",5.9951499565,4.442096721,5.2264806858,4.7729861371,5.9469075485,5.6241092444,5.0374356244,3.8386860467,5.7801887361,4.6054600237,4.9820554881,4.1699385811,5.4998921776,5.5034783128,4.7601391293,4.6378690933,4.7120606974,4.2595577751,4.1072102891,4.9926553228,4.2284325693,4.2917357452,5.010497538,5.5186518452,3.9347070005,4.9767853741,4.581790623,4.307267797,5.0205391808,4.005714511,5.509437778
"SUB1",5.2791873722,7.7185092778,7.089190491,6.6759438774,7.2188503215,7.1716493042,7.1817186002,7.0823893083,7.6050298631,7.7890551396,8.3275489517,7.306417551,4.5148882424,7.9305662308,6.7850273936,6.2598084602,3.8811970907,7.8751883056,7.1338142611,7.7210388109,6.6240057871,5.0638421781,6.8413539716,8.3820217484,7.1563684802,6.8224235303,7.6013761858,8.3255115729,8.6224585171,7.978833805,7.1929618868
"FTHL16",2.1884209719,5.8213225014,3.5614347512,3.9105603666,3.5424046731,3.3592076684,5.0448765884,3.5507061885,3.3903034713,5.0894132836,4.5950771497,4.479845388,3.9330597241,3.2979918917,4.1220386891,3.9492848089,3.5680282415,5.7073401354,3.1270949163,4.8132555467,2.8351579495,3.3258215962,4.9027484642,4.9055644931,6.0631476612,4.2557809969,3.5576096464,3.7367133325,5.1745372181,5.3254067358,2.6353487418
"FLJ23584",7.3246181705,7.2623325868,7.7412032853,8.0732226799,7.7308713119,7.1331648296,7.3403467644,7.6911782016,7.5950331134,7.5469624406,7.9741145856,7.3425060011,7.8869480783,6.6905619375,7.6689649832,7.6365403551,7.8678866495,7.540677581,7.2781596027,7.3401568024,7.456189646,7.938150498,7.8575547257,7.8292804192,7.2107270395,7.5509373457,7.5456322777,8.1865327927,7.5905191807,7.7025687339,7.6453151853
"OSAP",5.8229280533,6.1556718427,6.4567663331,6.3131792841,5.2306875647,5.8693382539,4.6943480315,5.6048641176,5.5034783128,4.1221734776,6.5282431484,5.4414391098,6.513983322,6.1466973503,5.1302936408,5.8684907603,6.4540428214,6.2604649801,5.2545031139,5.6384722917,5.8537978215,5.6111932293,5.5367992736,6.2022261541,4.1681949463,4.7528384867,5.2287953432,6.2212402292,5.6323982611,5.3047766497,5.3893644144
"NUDT22",7.8032145112,7.6638018589,9.4679307574,9.3905716495,6.9083781387,7.9623612738,10.2151745103,9.3283689941,9.6736804365,7.8594764694,9.483203066,8.5215530574,4.1532999989,7.9509624636,7.8084999462,9.0063742421,3.7574729824,7.8336002191,8.4699656572,7.0648591149,9.4197133865,8.3495158058,7.1167217241,8.9710701763,8.2483683369,8.8580538444,7.5558586257,9.0201655247,8.5088444145,8.2230437466,8.7914601504
"CCDC102A",4.0261571232,3.3224108405,3.7720494263,3.5718025559,4.1894226046,2.3749517583,3.4184664658,4.2647224646,3.5398877664,3.2684099289,5.0962768223,3.6711027055,9.2570270486,3.7487108059,4.2331577023,5.0898369524,10.1252129043,3.3081891715,3.892842072,3.4426288285,3.6104744436,3.4775365136,2.8103851142,4.6715788074,3.8185687791,5.2797262328,4.6095309724,4.2522027589,3.9806536012,3.8518701376,3.676131686
"NARG2",6.6210327783,6.7515621986,8.1159467621,8.796930391,8.7013325839,7.3880663742,8.2750009489,7.2176808176,7.7520910915,7.8076959636,9.1248205259,7.3528599431,8.4034118951,6.9467197322,7.14613176,9.0169548737,9.6741059759,7.9270269829,8.1362037275,6.8588206153,8.8371568685,7.5612833042,7.8643971037,8.0435047143,8.189610883,7.3104885947,8.0042039121,8.749434467,8.0080557852,8.0200039963,7.3309027278
"GRB14",2.1666579879,7.0728521565,2.3126321262,2.7965162046,2.085923347,3.6469143456,2.1702721463,3.3955675479,2.2951729972,6.741979557,2.1152894114,5.2497871632,2.3487122378,4.9434982612,2.9997491906,2.4176761204,2.232906611,7.132082948,1.9759345383,3.0302681945,2.2429011893,2.9305182742,2.4973529282,2.0959513949,4.7177804508,2.2429011893,4.5053491793,2.3619035847,2.2164297984,5.8884150773,3.1085230129
"MGC72080",8.8217883234,9.5196359895,8.8420436005,8.9350274893,8.8703362289,9.2778015304,9.5490773569,9.0165477904,9.596819482,9.6651823738,9.5759070082,9.3475318285,8.9084041014,9.441648523,9.7379999754,8.6485445719,8.841865227,9.3769001519,9.1514440937,9.5761390932,9.1210609436,9.0921995328,9.5588625909,9.6821600649,9.2479462502,8.362429087,9.0821177468,9.8208736946,9.3803252718,9.7240925862,9.0932615774
"SC4MOL",3.9629403109,4.8399548588,4.9511378368,5.076970971,4.5347616984,4.6287214595,4.8016032753,4.8949435991,4.3732267384,3.0808245499,3.5563577955,3.9940165426,6.4355264295,4.8146314669,5.7067064459,4.9691017648,5.47526975,4.337974154,4.2700141899,4.9223046494,4.2920269925,4.9907835006,4.3329550106,5.2827329106,3.9463445406,4.1830114512,3.7517160156,3.9605589096,4.417281432,4.6837103741,4.2654969826
"ZXDB",8.9158276883,9.7793806639,2.9461810435,4.7044080066,6.0623525327,8.8879913053,3.6842080795,9.2183381147,8.3070013303,9.3022714241,2.7416589315,10.0392236841,2.2627746967,10.6365126606,9.3592722815,4.4640267744,2.486675767,9.8845894314,8.4068615059,8.1371620464,8.5417541301,9.4171128562,8.1672554115,6.5435053833,9.0494613663,5.1694821449,8.0628885884,3.5686295937,7.5322795683,9.6621740092,7.3092725927
"FAM27A",3.9629403109,5.9017867254,3.3243726501,5.1022709458,5.4788624241,3.0196368615,4.4100005174,5.4004586242,5.2543047227,4.382392988,4.8770097365,4.2895670501,5.1260632929,3.8231808606,3.1646867523,5.9341080199,5.2492603292,4.8586849005,4.2770961904,4.3182120278,4.2011656382,5.296132507,5.9281269006,3.6663312548,3.575490966,5.7691535751,4.1129913706,5.2667520998,4.7410744986,4.3244764278,4.8436630788
